ID,Text,Sentiment,Date_UTC,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Normalized
688,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments.,Sad,11/09/2023 16:00,OverwhelmedHighSchoolStudent,Twitter,#SchoolChallenges #HighSchoolStruggles,15,28,USA,2023,9,11,15,Sadness
689,Encountered some mean-spirited comments online. Dealing with online hate is never easy.,Hate,12/09/2023 12:00,DealingWithHateHighSchool,Instagram,#OnlineHate #HighSchoolReality,18,36,Canada,2023,9,12,12,Resentment
690,Had a bad day at school. Everything seems to be going wrong.,Bad,13/09/2023 17:00,ToughDayHighSchool,Facebook,#BadDay #HighSchoolBlues,20,40,UK,2023,9,13,16,Negative
691,Feeling down after not making the sports team. Disappointment lingers.,Sad,14/09/2023 18:00,SportsTeamRejectionHighSchool,Twitter,#Disappointment #HighSchoolSports,17,34,USA,2023,9,14,18,Sadness
692,Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch.,Hate,15/09/2023 14:00,CafeteriaConflictHighSchool,Instagram,#CafeteriaDrama #HighSchoolTension,21,41,Canada,2023,9,15,14,Resentment
693,Received a not-so-great grade on a major project. Academic frustration setting in.,Bad,16/09/2023 18:00,ProjectGradeDisappointmentHighSchool,Facebook,#AcademicFrustration #HighSchoolStress,19,38,UK,2023,9,16,17,Negative
694,Dealing with a personal setback. Sometimes life throws unexpected challenges.,Sad,17/09/2023 21:00,PersonalSetbackHighSchool,Twitter,#LifeChallenges #HighSchoolStruggles,22,44,USA,2023,9,17,20,Sadness
695,Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected.,Sad,18/09/2023 22:00,LonelySaturdayHighSchool,Instagram,#LonelyNights #HighSchoolEmotions,16,31,Canada,2023,9,18,22,Sadness
696,Experiencing cyberbullying. Hateful messages online are disheartening.,Hate,19/09/2023 15:00,CyberbullyingVictimHighSchool,Facebook,#StopCyberbullying #HighSchoolReality,14,27,UK,2023,9,19,15,Resentment
697,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck.,Bad,20/09/2023 12:00,RainyDayBluesHighSchool,Twitter,#BadLuck #HighSchoolWeather,18,35,USA,2023,9,20,12,Negative
698,Missing an important event due to unforeseen circumstances. A day filled with sadness.,Sad,21/09/2023 17:00,MissedOpportunityHighSchool,Instagram,#MissedChances #HighSchoolRegret,20,39,Canada,2023,9,21,16,Sadness
699,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful.,Hate,22/09/2023 18:00,RumorVictimHighSchool,Facebook,#RumorMills #HighSchoolDrama,23,46,UK,2023,9,22,18,Resentment
700,Got a flat tire on the way to an important meeting. Talk about a series of bad events!,Bad,23/09/2023 14:00,FlatTireWoesHighSchool,Twitter,#BadLuckDay #HighSchoolStruggles,25,50,USA,2023,9,23,14,Negative
701,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad.,Sad,24/09/2023 18:00,FriendMovingAwayHighSchool,Instagram,#SayingGoodbye #HighSchoolEmotions,21,42,Canada,2023,9,24,17,Sadness
702,Facing rejection from a dream college. Disheartened but determined to explore other paths.,Sad,25/09/2023 21:00,CollegeRejectionHighSchool,Facebook,#CollegeDreams #HighSchoolJourney,19,37,UK,2023,9,25,20,Sadness
703,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun.,Hate,26/09/2023 14:00,GamingToxicityHighSchool,Twitter,#OnlineGaming #HighSchoolGamer,16,32,USA,2023,9,26,14,Resentment
704,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence.,Bad,27/09/2023 18:00,BadHairDayBluesHighSchool,Instagram,#BadHairDay #HighSchoolConfidence,18,36,Canada,2023,9,27,17,Negative
705,Feeling a sense of despair after a major project failure. Hard work didn't pay off this time.,Sad,28/09/2023 22:00,ProjectFailureDespairHighSchool,Facebook,#ProjectStruggles #HighSchoolHardships,21,41,UK,2023,9,28,22,Sadness
706,Experiencing hate comments for expressing personal opinions. Online negativity prevails.,Hate,29/09/2023 16:00,OpinionsHateHighSchool,Twitter,#OnlineOpinions #HighSchoolCriticism,24,48,USA,2023,9,29,15,Resentment
707,Having a string of bad luck with constant technology malfunctions. Tech troubles galore!,Bad,30/09/2023 18:00,TechMalfunctionWoesHighSchool,Instagram,#TechIssues #HighSchoolTech,22,43,Canada,2023,9,30,18,Negative
708,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness.,Sad,01/10/2023 14:00,MissedEventBluesHighSchool,Facebook,#MissedMoments #HighSchoolRegret,20,39,UK,2023,10,1,14,Sadness
709,Trying out a new study technique for upcoming exams. Exploring different learning strategies.,Neutral,02/10/2023 17:00,StudyTechniqueExperimentHighSchool,Instagram,#StudyStrategies #HighSchoolExams,23,42,USA,2023,10,2,16,Neutral
710,Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness.,Neutral,03/10/2023 12:00,CommunityCleanupHighSchool,Twitter,#EnvironmentalEfforts #HighSchoolCommunity,26,50,Canada,2023,10,3,12,Neutral
711,Sharing favorite book recommendations with classmates. Building a mini book club.,Neutral,04/10/2023 18:00,BookRecommendationsHighSchool,Facebook,#BookClub #HighSchoolReads,19,38,UK,2023,10,4,18,Neutral
712,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen.,Neutral,05/10/2023 14:00,BakeSaleRecipeExperimentHighSchool,Instagram,#BakingAdventures #HighSchoolBakes,21,43,USA,2023,10,5,14,Neutral
713,Collaborating on a school project with peers. Teamwork makes the dream work.,Neutral,06/10/2023 18:00,SchoolProjectCollaborationHighSchool,Twitter,#Teamwork #HighSchoolProjects,18,36,Canada,2023,10,6,17,Neutral
714,Attending a school club meeting to explore new interests. Dabbling in extracurricular activities.,Neutral,07/10/2023 21:00,ExtracurricularExplorationHighSchool,Instagram,#SchoolClubs #HighSchoolInterests,22,45,UK,2023,10,7,20,Neutral
715,Exploring a new part-time job opportunity for gaining work experience. Career development in progress.,Neutral,08/10/2023 15:00,PartTimeJobExplorationHighSchool,Facebook,#CareerDevelopment #HighSchoolJobs,24,48,USA,2023,10,8,15,Neutral
716,Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities.,Neutral,09/10/2023 22:00,SchoolAssemblyParticipationHighSchool,Twitter,#SchoolEvents #HighSchoolConnectivity,20,40,Canada,2023,10,9,22,Neutral
717,Exploring a new hobby of photography during free time. Capturing moments through a lens.,Neutral,10/10/2023 14:00,PhotographyHobbyHighSchool,Instagram,#PhotographyJourney #HighSchoolHobbies,25,49,UK,2023,10,10,14,Neutral
718,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers.,Neutral,11/10/2023 17:00,ScienceFairParticipationHighSchool,Facebook,#ScienceFair #HighSchoolScience,19,37,USA,2023,10,11,16,Neutral
719,Attending a workshop on time management to enhance organizational skills. Striving for efficiency.,Neutral,12/10/2023 18:00,TimeManagementWorkshopHighSchool,Twitter,#EfficiencyGoals #HighSchoolSkills,23,44,Canada,2023,10,12,18,Neutral
720,Volunteering at a local charity event to give back to the community. Contributing to social causes.,Neutral,13/10/2023 12:00,CharityEventVolunteerHighSchool,Instagram,#CommunityService #HighSchoolVolunteer,20,39,UK,2023,10,13,12,Neutral
721,Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action.,Neutral,14/10/2023 18:00,GroupProjectCollaborationHighSchool,Facebook,#TeamSpirit #HighSchoolProjects,18,35,USA,2023,10,14,17,Neutral
722,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress.,Neutral,15/10/2023 21:00,DebateClubParticipationHighSchool,Twitter,#DebateSkills #HighSchoolIntellect,22,43,Canada,2023,10,15,20,Neutral
723,Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around!,Happy,16/10/2023 16:00,BirthdaySurpriseHighSchool,Instagram,#SurpriseParty #HighSchoolCelebration,27,52,UK,2023,10,16,15,Happiness
724,Successfully completing a challenging coding project. Excitement for overcoming coding hurdles!,Happy,17/10/2023 12:00,CodingSuccessHighSchool,Twitter,#CodingTriumph #HighSchoolTech,24,48,USA,2023,10,17,12,Happiness
725,Attending a school talent show to support classmates. Applauding the diverse talents on display!,Happy,18/10/2023 17:00,TalentShowSupportHighSchool,Facebook,#TalentShow #HighSchoolEntertainment,19,38,Canada,2023,10,18,16,Happiness
726,"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes!",Happy,19/10/2023 18:00,WeekendHikeHighSchool,Instagram,#NatureAdventures #HighSchoolFriends,21,42,UK,2023,10,19,18,Happiness
727,Winning a friendly sports competition against rival schools. Victory celebrations in full swing!,Happy,20/10/2023 14:00,SportsVictoryHighSchool,Twitter,#SportsTriumph #HighSchoolAthletics,26,50,USA,2023,10,20,14,Happiness
728,Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe!,Happy,21/10/2023 18:00,PenPalConnectionHighSchool,Facebook,#GlobalFriendship #HighSchoolCorrespondence,23,45,Canada,2023,10,21,17,Happiness
729,Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity!,Happy,22/10/2023 21:00,MuralCreationHighSchool,Instagram,#ArtCollaboration #HighSchoolCreativity,22,43,UK,2023,10,22,20,Happiness
730,Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes!,Happy,10/11/2015 17:00,ArtExhibitionJoyHighSchool,Instagram,#ArtisticExpression #HighSchoolCreativity,23,44,USA,2015,11,10,16,Happiness
731,Achieving a personal best in a track and field competition. The thrill of victory and self-improvement!,Happy,14/09/2016 12:00,TrackFieldSuccessHighSchool,Twitter,#AthleticAchievement #HighSchoolSports,26,51,Canada,2016,9,14,12,Happiness
732,Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles!,Happy,18/08/2017 18:00,ScienceProjectSuccessHighSchool,Facebook,#ScienceFairWinner #HighSchoolScience,20,39,UK,2017,8,18,18,Happiness
733,"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company!",Happy,22/06/2018 14:00,BirthdayPartyJoyHighSchool,Instagram,#SurpriseCelebration #HighSchoolFriendship,25,48,USA,2018,6,22,14,Happiness
734,Successfully fundraising for a school charity initiative. The joy of giving back to the community!,Happy,05/04/2019 18:00,CharityFundraisingTriumphHighSchool,Twitter,#CommunityGiving #HighSchoolPhilanthropy,22,42,Canada,2019,4,5,17,Happiness
735,"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food!",Happy,29/02/2020 21:00,MulticulturalFestivalJoyHighSchool,Facebook,#CulturalCelebration #HighSchoolUnity,21,43,UK,2020,2,29,20,Happiness
736,"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces!",Happy,15/11/2020 15:00,VirtualTalentShowSuccessHighSchool,Instagram,#VirtualEntertainment #HighSchoolPositivity,24,47,USA,2020,11,15,15,Happiness
